agent,time,x,y
86,0.01,0.7268624884376419,0.3323164573182751
86,0.02,0.7253122571729604,0.33192058034409494
87,0.0,0.7133589620175236,0.7325679752931358
87,0.01,0.7120122586472324,0.7317040513183172
87,0.02,0.7106751235432965,0.7308253911681366
88,0.0,0.0758223117441762,0.024900574773169426
88,0.01,0.07562463324748941,0.02331283351339276
88,0.02,0.07543094148732413,0.02172460073887542
89,0.0,0.7246066355658898,0.05471218844115733
89,0.01,0.724016328204433,0.056199275638666606
89,0.02,0.7234593129121489,0.057699152568395126
90,0.0,0.5645795270412173,0.488123281152115
90,0.01,0.5632920399032382,0.48907320970900536
90,0.02,0.5619972268175749,0.4900131278056502
91,0.0,0.5707134669893345,0.2577383350762652
91,0.01,0.5711077523193681,0.25928898963013675
91,0.02,0.5714915545418028,0.2608422722234586
92,0.0,0.48625113481100624,0.4842846204905136
92,0.01,0.4868518453555688,0.48576749872028996
92,0.02,0.4874045220836273,0.4872689398094133
93,0.0,0.6901149817636446,0.9958310251464499
93,0.01,0.6916259056033484,0.9953047803295444
93,0.02,0.693151308994753,0.9948221121809506
94,0.0,0.5562010102399023,0.3172306168829737
94,0.01,0.5560699981108617,0.3156360602846797
94,0.02,0.555893535012902,0.31404580077537586
95,0.0,0.27890085807309406,0.07607092244145408
95,0.01,0.277303385550729,0.07616075412501797
95,0.02,0.27570535881464864,0.07624014907578391
96,0.0,0.6008036422024061,0.7129937789512405
96,0.01,0.601011846730171,0.7145801359543031
96,0.02,0.6011715647568303,0.7161720757827061
97,0.0,0.7468670478932774,0.3583490468405911
97,0.01,0.7468455898057035,0.3599488513940864
97,0.02,0.746867915134542,0.36154864712310747
98,0.0,0.9576775219502551,0.8345016441089148
98,0.01,0.9591715966437593,0.8350741294397201
98,0.02,0.9606652025254432,0.8356478420963604
99,0.0,0.8755251943446659,0.17949285627303446
99,0.01,0.8740687319435645,0.1801550745194796
99,0.02,0.8726322956095179,0.18085968746703415
