,iteration,speed
727,727,[0.16       0.12999998]
728,728,[0.16       0.12999998]
729,729,[0.16       0.12999997]
730,730,[0.16       0.12999997]
731,731,[0.16       0.12999997]
732,732,[0.16       0.12999997]
733,733,[0.16       0.12999997]
734,734,[0.16       0.12999997]
735,735,[0.16       0.12999997]
736,736,[0.16       0.12999997]
737,737,[0.16       0.12999997]
738,738,[0.16       0.12999997]
739,739,[0.16       0.12999997]
740,740,[0.16       0.12999997]
741,741,[0.16       0.12999997]
742,742,[0.16       0.12999997]
743,743,[0.16       0.12999997]
744,744,[0.16       0.12999997]
745,745,[0.16       0.12999997]
746,746,[0.16       0.12999997]
747,747,[0.16       0.12999997]
748,748,[0.16       0.12999997]
749,749,[0.16       0.12999997]
750,750,[0.16       0.12999997]
751,751,[0.16       0.12999997]
752,752,[0.16       0.12999997]
753,753,[0.16       0.12999997]
754,754,[0.16       0.12999997]
755,755,[0.16       0.12999997]
756,756,[0.16       0.12999997]
757,757,[0.16       0.12999997]
758,758,[0.16       0.12999997]
759,759,[0.16       0.12999997]
760,760,[0.16       0.12999997]
761,761,[0.16       0.12999997]
762,762,[0.16       0.12999997]
763,763,[0.16       0.12999997]
764,764,[0.16       0.12999997]
765,765,[0.16       0.12999997]
766,766,[0.16       0.12999997]
767,767,[0.16       0.12999997]
768,768,[0.16       0.12999997]
769,769,[0.16       0.12999997]
770,770,[0.16       0.12999997]
771,771,[0.16       0.12999997]
772,772,[0.16       0.12999997]
773,773,[0.16       0.12999997]
774,774,[0.16       0.12999997]
775,775,[0.16       0.12999997]
776,776,[0.16       0.12999997]
777,777,[0.16       0.12999997]
778,778,[0.16       0.12999998]
779,779,[0.16       0.12999998]
780,780,[0.16       0.12999998]
781,781,[0.16       0.12999998]
782,782,[0.16       0.12999998]
783,783,[0.16       0.12999998]
784,784,[0.16       0.12999998]
785,785,[0.16       0.12999998]
786,786,[0.16       0.12999998]
787,787,[0.16       0.12999998]
788,788,[0.16       0.12999998]
789,789,[0.16       0.12999998]
790,790,[0.16       0.12999998]
791,791,[0.16       0.12999998]
792,792,[0.16       0.12999998]
793,793,[0.16       0.12999998]
794,794,[0.16       0.12999998]
795,795,[0.16       0.12999998]
796,796,[0.16       0.12999998]
797,797,[0.16       0.12999998]
798,798,[0.16       0.12999998]
799,799,[0.16       0.12999998]
