,iteration,speed
328,328,[0.15999997 0.12999997 0.12       0.29999999]
329,329,[0.15999997 0.12999997 0.12       0.29999999]
330,330,[0.15999997 0.12999997 0.12       0.29999999]
331,331,[0.15999997 0.12999997 0.12       0.29999999]
332,332,[0.15999997 0.12999997 0.12       0.29999999]
333,333,[0.15999997 0.12999997 0.12       0.29999999]
334,334,[0.15999997 0.12999997 0.12       0.29999999]
335,335,[0.15999997 0.12999997 0.12       0.29999999]
336,336,[0.15999997 0.12999997 0.12       0.29999999]
337,337,[0.15999997 0.12999997 0.12       0.29999999]
338,338,[0.15999997 0.12999997 0.12       0.29999999]
339,339,[0.15999997 0.12999997 0.12       0.29999999]
340,340,[0.15999997 0.12999997 0.12       0.29999999]
341,341,[0.15999997 0.12999997 0.12       0.29999999]
342,342,[0.15999997 0.12999997 0.12       0.29999999]
343,343,[0.15999997 0.12999997 0.12       0.29999999]
344,344,[0.15999997 0.12999997 0.12       0.29999999]
345,345,[0.15999997 0.12999997 0.12       0.29999999]
346,346,[0.15999997 0.12999997 0.12       0.29999999]
347,347,[0.15999997 0.12999997 0.12       0.29999999]
348,348,[0.15999997 0.12999997 0.12       0.29999999]
349,349,[0.15999997 0.12999997 0.12       0.29999999]
350,350,[0.15999997 0.12999997 0.12       0.29999999]
351,351,[0.15999997 0.12999997 0.12       0.29999999]
352,352,[0.15999997 0.12999997 0.12       0.29999999]
353,353,[0.15999997 0.12999997 0.12       0.29999999]
354,354,[0.15999997 0.12999997 0.12       0.29999999]
355,355,[0.15999997 0.12999997 0.12       0.29999999]
356,356,[0.15999997 0.12999997 0.12       0.29999999]
357,357,[0.15999997 0.12999997 0.12       0.29999999]
358,358,[0.15999997 0.12999997 0.12       0.29999999]
359,359,[0.15999997 0.12999997 0.12       0.29999999]
360,360,[0.15999997 0.12999997 0.12       0.29999999]
361,361,[0.15999997 0.12999997 0.12       0.29999999]
362,362,[0.15999997 0.12999997 0.12       0.29999999]
363,363,[0.15999997 0.12999997 0.12       0.29999999]
364,364,[0.15999997 0.12999997 0.12       0.29999999]
365,365,[0.15999997 0.12999997 0.12       0.29999999]
366,366,[0.15999997 0.12999997 0.12       0.29999999]
367,367,[0.15999997 0.12999997 0.12       0.29999999]
368,368,[0.15999997 0.12999997 0.12       0.29999999]
369,369,[0.15999997 0.12999997 0.12       0.29999999]
370,370,[0.15999997 0.12999997 0.12       0.29999999]
371,371,[0.15999997 0.12999997 0.12       0.29999999]
372,372,[0.15999997 0.12999997 0.12       0.29999999]
373,373,[0.15999997 0.12999997 0.12       0.29999999]
374,374,[0.15999997 0.12999997 0.12       0.29999999]
375,375,[0.15999997 0.12999997 0.12       0.29999999]
376,376,[0.15999997 0.12999997 0.12       0.29999999]
