,iteration,speed
759,759,[0.16 0.13]
760,760,[0.16 0.13]
761,761,[0.16 0.13]
762,762,[0.16 0.13]
763,763,[0.16 0.13]
764,764,[0.16 0.13]
765,765,[0.16 0.13]
766,766,[0.16 0.13]
767,767,[0.16 0.13]
768,768,[0.16 0.13]
769,769,[0.16 0.13]
770,770,[0.16 0.13]
771,771,[0.16 0.13]
772,772,[0.16 0.13]
773,773,[0.16 0.13]
774,774,[0.16 0.13]
775,775,[0.16 0.13]
776,776,[0.16 0.13]
777,777,[0.16 0.13]
778,778,[0.16 0.13]
779,779,[0.16 0.13]
780,780,[0.16 0.13]
781,781,[0.16 0.13]
782,782,[0.16 0.13]
783,783,[0.16 0.13]
784,784,[0.16 0.13]
785,785,[0.16 0.13]
786,786,[0.16 0.13]
787,787,[0.16 0.13]
788,788,[0.16 0.13]
789,789,[0.16 0.13]
790,790,[0.16 0.13]
791,791,[0.16 0.13]
792,792,[0.16 0.13]
793,793,[0.16 0.13]
794,794,[0.16 0.13]
795,795,[0.16 0.13]
796,796,[0.16 0.13]
797,797,[0.16 0.13]
798,798,[0.16 0.13]
799,799,[0.16 0.13]
